,Coefficient
"hair_bobbles,",0.4476500479740509
yuuki_mikan,0.4476500479740509
"stuffed_penguin,",0.44764562898783616
hand_on_own_chest,0.4474773619226459
school_briefcase,0.44719864529238695
candy,0.4471846663805195
"blue_tongue,",0.44679515320042545
copyright_name,0.4467800290480033
black_tank_top,0.446709290199007
"crescent_hair_ornament,",0.4462663210277214
"grey_cardigan,",0.4460026916756935
jeanne_d'arc_alter_\(swimsuit_berserker\)_\(fate\),0.4459163513758361
thong,0.445740223139832
basket,0.44543501609698116
garter_belt,0.44541722528700317
"collared_cape,",0.44522537265615164
top-down_bottom-up,0.4451430830161914
tiger_tail,0.44512693716494484
trident,0.4451131696140777
adapted_costume,0.44499411001737293
rice_shower_\(umamusume\),0.44478123467169933
"breast_lift,",0.4446148982908651
"adjusting_eyewear,",0.44439090411070115
shrine,0.44430819936757476
"holding_basket,",0.4442870886113962
"single_pantsleg,",0.4442126235392493
"furrification,",0.4440910698750807
"quill,",0.4439127849584109
green_necktie,0.4439009821820006
"suitcase,",0.4432611163507035
hood_down,0.4430936043695669
kiki_\(majo_no_takkyuubin\),0.4430907022773188
"side-tie_peek,",0.4429278569602699
kagiyama_hina,0.4427413594956472
playing_card,0.44267928355806324
cat_ear_panties,0.44264684163119083
lanyard,0.4425757203264866
noodles,0.4424313401586172
"ready_to_draw,",0.4423960870602794
"clown,",0.442378048531122
"slippers,",0.4423291905894663
2koma,0.4423286967655934
hands_in_pockets,0.44206664729308776
"toy,",0.44194987463391866
"camellia,",0.441863001477015
lappland_\(arknights\),0.441812183537113
lipstick,0.441393216255538
bra_visible_through_clothes,0.4413492404741683
ass,0.4412961621950012
"mask_removed,",0.44125373333876955
"fountain,",0.44115791550631434
"gao,",0.44109766744711076
aru_\(blue_archive\),0.4408745597762653
"mouse,",0.44087005505276655
purple_sailor_collar,0.4406771012932748
blue_leotard,0.44056386367993616
pramanix_\(arknights\),0.44042682534733285
"saucer,",0.4401734456473966
"kanabou,",0.4401618072552404
"lycoris_uniform,",0.4401579724172304
honolulu_\(azur_lane\),0.4398952385791016
hoshi_syoko,0.43949522148402825
morikubo_nono,0.43949522148402825
hayasaka_mirei,0.43949522148402825
"2022,",0.43928040521703765
retro_artstyle,0.4391294753025674
1980s_\(style\),0.4391294753025674
"partially_fingerless_gloves,",0.4390569171359768
jeanne_d'arc_\(third_ascension\)_\(fate\),0.43887203360645216
toyosatomimi_no_miko,0.43884704339408787
"daruma_doll,",0.4388396085606081
"hug,",0.43866036661173
"hand_on_another's_cheek,",0.43859141236676286
amagi_\(azur_lane\),0.4385620032793287
"bathing,",0.43851177273759756
mop,0.4383780169206899
"car,",0.43836915985744696
"one_knee,",0.438152524168718
"black_sweater,",0.438124252067198
"training_bra,",0.43809652919241554
"prayer_beads,",0.4380183935009145
re-class_battleship,0.43800470380941475
"headphones,",0.4378531600929164
"fur-trimmed_skirt,",0.4378051808270098
bandana,0.43779324560272803
"strap_pull,",0.43770745000275046
pocket,0.4376409289896354
animal_bag,0.43760775053601875
"purple_necktie,",0.4375423203439123
"crowd,",0.43742191104181943
"pink_sleeves,",0.43741501229357976
reclining,0.43730638204908734
"jacket_around_waist,",0.43712045337453054
"red_thighhighs,",0.4371031637308087
pill,0.43692204050385125
"anger_vein,",0.43647178917718904
goatee,0.43637843279949373
"polearm,",0.4363712638249284
"food-themed_earrings,",0.43632423275474314
weibo_username,0.4363152077530037
"weibo_logo,",0.4363152077530037
tail_ribbon,0.4362982561118173
"game_controller,",0.43615029260482024
leonardo_da_vinci_\(fate\),0.4360992794258967
2girls,0.43608588592059516
wife_and_wife,0.43605280389641227
pig,0.4359285635647013
le_malin_\(listless_lapin\)_\(azur_lane\),0.4357843245541023
holding_card,0.4355508802565363
"blood_on_arm,",0.43550487231614743
"genderswap_\(mtf\),",0.43539059332723434
toeless_legwear,0.4353079478647925
dreadlocks,0.4349928707935436
sakazuki,0.4344006365305139
picnic_basket,0.4341377201487233
"cropped_jacket,",0.4341041138681504
"kotatsu,",0.43390289617401967
chest_of_drawers,0.4338764687764757
weapon_over_shoulder,0.4337482168879599
alternate_eye_color,0.4336569730413488
round_window,0.43324638919268016
anila_\(granblue_fantasy\),0.4330244963493716
pennant,0.4330226962393249
"blurry_background,",0.43278255417947986
"clenched_hands,",0.4327635294859063
"paper,",0.4324796572400238
"watching_television,",0.4324078789930227
low_twintails,0.4323235398945923
parted_bangs,0.4319543581390125
:3,0.4318391108411336
"tinted_eyewear,",0.43142778492546746
watercolor_\(medium\),0.43142024149544483
borrowed_garments,0.43121518798187397
"purple_nails,",0.4310475796729708
"locker_room,",0.4310332781872823
hands_on_another's_shoulders,0.4306893453909654
white_sash,0.43056073612451706
danmaku,0.43056073612451706
meltryllis_\(swimsuit_lancer\)_\(second_ascension\)_\(fate\),0.4305088420270532
"eyebrow_piercing,",0.4302257491416974
tail_through_clothes,0.4302257491416974
painting_\(object\),0.4301704318495406
"blue_necktie,",0.4300301260724773
"cactus,",0.42999910733220204
black_bowtie,0.42981966893134493
"short_over_long_sleeves,",0.42976785685160446
bush,0.4297235783284318
footwear_bow,0.42954945459898347
"cafe,",0.4294773669004195
"duel_monster,",0.42943309288904186
yukihana_lamy,0.4294318143979986
"blue_bowtie,",0.4293480718308739
"one-piece_swimsuit_pull,",0.4289162109009841
hand_on_own_chin,0.42876461647002145
television,0.4285589657901842
claws,0.42855369961043527
"feathers,",0.4282367470340714
"helicopter,",0.4282096833078055
object_namesake,0.42815041199091797
"white_skirt,",0.4280200595546296
"diagonal-striped_necktie,",0.4280165141314546
brown_gloves,0.4278872119743778
"print_dress,",0.42784827756013505
subtitled,0.42783707827395007
crossed_legs,0.42780937241405886
"white_camisole,",0.42762506717121773
"diamond_\(gemstone\),",0.42735589183588474
red_gemstone,0.42735589183588474
"!!,",0.42720447978796083
piano,0.42688145154249996
jester_cap,0.42654560520033946
"foam,",0.4265307702848758
military_vehicle,0.42647400906739397
"megaphone,",0.4263698226183049
bandaged_neck,0.42605297775862067
autumn_leaves,0.42596521921637287
fur-trimmed_cape,0.42590944533642583
"plaid_background,",0.4257190333140358
"nintendo_switch,",0.42571152054140354
leg_lift,0.42565474383923346
"test_tube,",0.42556673168631093
alternate_hair_color,0.4255579761708845
ningguang_\(genshin_impact\),0.4254891966734464
"neck_ribbon,",0.42542824636231014
white_border,0.4253249559402335
"open-chest_sweater,",0.4253227846821278
yuudachi_\(azur_lane\),0.4252892832697095
magatama_earrings,0.42518438131443653
"black_bow,",0.4251031164308999
white_coat,0.42502388778762956
dice,0.42482607233304115
stretching,0.42452215119110726
"health_bar,",0.4244594057047742
"sleeveless_coat,",0.42440252766011843
drunk,0.42439753507268685
snowflakes,0.4240377316165204
hand_on_own_head,0.42380239327358793
hibiscus,0.42370063330441615
"lolita_hairband,",0.42361429310123905
aiming,0.4234490059771438
"green_capelet,",0.423370638122355
shoulder_bag,0.4233277884498386
"spill,",0.4232374314522482
architecture,0.4231349044159845
hand_on_another's_face,0.42282550857650103
"from_side,",0.4227755026947191
"thighhighs_pull,",0.4226921964150629
tile_wall,0.4225297388795636
licking_lips,0.4223898500447913
"furry_male,",0.4223249784209055
raincoat,0.42228861440852705
grabbing_from_behind,0.4222415673482068
"cloudy_sky,",0.42223469870052555
rubber_duck,0.42217367653792026
"green_lips,",0.4220952755254366
test_tube,0.4220225759412551
hair_down,0.4219305105811172
caution_tape,0.42183676146367893
keyboard_\(computer\),0.4217368436501074
"purple_ribbon,",0.42169634561830205
"anniversary,",0.4214449905288861
makizushi,0.4214062725802531
yellow_butterfly,0.4213285194267063
"ribbon_braid,",0.4213285194267063
"pencil_case,",0.4212992623159542
"fine_fabric_emphasis,",0.4212225461081668
motion_lines,0.42117078416165926
mitsudomoe_\(shape\),0.42114545180756013
"holding_sign,",0.4210351826679419
"plantar_flexion,",0.42102674423995373
king_hassan_\(fate\),0.42094684776687197
"skull_mask,",0.42094684776687197
cow_tail,0.4209438138436999
carrying,0.42073333487255016
triangular_headpiece,0.42056135904193936
"heart_tail,",0.4205449983048538
asui_tsuyu,0.42028728513360597
"facing_another,",0.4201698131076636
"torn_thighhighs,",0.42008202042186615
"beer_mug,",0.42007081508033417
"spoken_heart,",0.42005147221835193
shampoo_\(ranma_1/2\),0.4198665038682735
nakano_miku,0.41979288035408735
butterfly_print,0.4194221311973353
artoria_caster_\(second_ascension\)_\(fate\),0.41930891831904227
bishounen,0.41916905052833237
staff,0.418969825859849
"brown_kimono,",0.4189544897413075
"yellow_necktie,",0.4189515218329746
red_pupils,0.4186866982579635
altera_\(fate\),0.41858826393319076
print_bikini,0.41851900758880567
"character_profile,",0.4184618419881603
playing_games,0.41827052787108737
fischl_\(genshin_impact\),0.41806408320704747
snake_hair_ornament,0.418021692949381
"green_jacket,",0.41796624937322957
double_bun,0.4177845073282349
jeanne_d'arc_alter_santa_lily_\(fate\),0.4177033477560005
road,0.4176690009845051
"makizushi,",0.41759201456190875
poker_chip,0.4174882067503138
"red-framed_eyewear,",0.4174721812300754
tsukioka_kogane,0.41744001715761625
giant,0.4173938087428015
komeiji_satori,0.41729183421221355
"comic,",0.41727919237481714
beidou_\(genshin_impact\),0.4172078378059352
"utility_pole,",0.41718877276723726
swept_bangs,0.4171492245905716
futon,0.4171381851442237
giorno_giovanna,0.4169819324128702
"purple_shirt,",0.4169384107638583
orange_slice,0.4168922285776697
cable_knit,0.4162982365076881
"hagoita,",0.41605168180358015
"gym,",0.4159718992432952
shirai_kuroko,0.4153349887241501
white_scarf,0.4152165140994062
cross-laced_clothes,0.41509459842167423
jessie_\(pokemon\),0.4150174736369228
james_\(pokemon\),0.4150174736369228
team_rocket,0.4150174736369228
snorkel,0.41500928374130497
"turban,",0.41488484678224197
kemonomimi_mode,0.4148123136374144
single_braid,0.41464706779682664
"oversized_animal,",0.4146173149172241
mutsu_\(kancolle\),0.4145773492273112
nagato_\(kancolle\),0.4145773492273112
"humanoid_robot,",0.41457386427990034
:t,0.41456317472296017
curly_hair,0.4143945160194671
nun,0.414237846538272
"labcoat,",0.4141578549023832
"drinking,",0.4137386843913321
blunt_ends,0.41364295575499427
"beach_umbrella,",0.4136144988857782
minato_aqua,0.41361244120393664
hug_from_behind,0.4135848843923373
"tail_bell,",0.4134147517263914
bookshelf,0.4134057159110284
"carrot,",0.4133056605895312
"pouch,",0.41328969346987326
"black_pants,",0.413202908724216
hachimiya_meguru,0.4131745797366284
"orange_pantyhose,",0.41309121360275636
oyama_mahiro,0.41304214166759406
yakumo_ran,0.41302519782812624
kabedon,0.41276400877011526
"dark,",0.41273159431970885
"belt_collar,",0.41252187900329607
pinky_out,0.4125097824076655
low-tied_long_hair,0.4124195417584438
garrison_cap,0.4123873218539273
"snowing,",0.4121528744991992
"brown_wings,",0.41211667928936807
"dress_swimsuit,",0.4119379832779301
orange_gloves,0.41186187314784967
"striped_gloves,",0.41186187314784967
kizuna_akari,0.41186187314784967
power_\(chainsaw_man\),0.411829130258047
bowtie,0.41181678573581826
"wolf_ears,",0.4115442222922136
"horizon,",0.4115038941810937
dakimakura_\(medium\),0.4114613920661578
pole,0.4112281279632612
"paw_print,",0.41114970267894596
?,0.41112888615475707
wall_clock,0.41087349118807603
knee_pads,0.4108209050459495
cat_hat,0.4107682656347505
tail_wagging,0.4107011143676775
foot_out_of_frame,0.4105654976727529
lyra_\(pokemon\),0.410369272528395
"multicolored_cape,",0.4103399151074482
chitanda_eru,0.4102470850567742
oreki_houtarou,0.4102470850567742
"kamiyama_high_school_uniform_\(hyouka\),",0.4102470850567742
poking,0.4101929858320778
"finger_biting,",0.4101929858320778
cheek_poking,0.4101929858320778
"holding_saucer,",0.4101496984249361
single_pauldron,0.4101496984249361
o-ring_bikini,0.41009202684095675
stomach_tattoo,0.41005676194991725
"single_detached_sleeve,",0.4100234235887177
white_eyes,0.40997434844521147
hop_\(pokemon\),0.40974540416620714
unzipped,0.40951903727875577
purple_panties,0.409351862346831
"ghost_costume,",0.40935113191404426
dog_tags,0.408914352607471
"snack,",0.4088946133526606
chess_piece,0.40886493916215966
two-sided_fabric,0.4088273364774769
"black_sailor_collar,",0.4087227670298985
"pillow_hat,",0.4086696717145298
monitor,0.40857419333678374
bullet,0.40849745364708306
gem,0.40845600570784246
"milk_carton,",0.40842108449467374
"pink-tinted_eyewear,",0.40837814602845063
"scroll,",0.4081150985995302
megurine_luka,0.4080893785493802
gold,0.40797528863394034
uniform,0.40794982044021444
princess_king_boo,0.40783748146807886
"creature,",0.40764243366161723
scar_on_face,0.4074613673315029
"string,",0.4074461307048133
"aqua_bowtie,",0.40731562326974774
"cat_paws,",0.4072213456705184
"deer,",0.40718733147278546
"shoulder_spikes,",0.4071592658270723
blue_jacket,0.40714345633871046
mouse_tail,0.4070653857870003
yellow_kimono,0.4070530509947385
panties,0.40703819163808286
sandwiched,0.4069363947364292
"multicolored_jacket,",0.40661790148188715
"wedding_ring,",0.4065503853635783
"cooler,",0.40643781853186656
"red_sash,",0.4064366300233085
"hand_over_eye,",0.40643138126841283
mole_on_breast,0.40621568031836247
w,0.40598665696504466
"red_apple,",0.405918016795375
"black_capelet,",0.40587019755459974
"spoken_ellipsis,",0.4056949714190625
tsukumo_benben,0.4056170562198718
"profile,",0.40556585289180325
ichihara_nina,0.4053446423968908
"black_cape,",0.4052299130882855
lifting_person,0.4051886228972304
"single_sock,",0.4050692616396558
mechanical_horns,0.404952901300619
tail_raised,0.4049101179413385
"green_bow,",0.40478877919604594
diving_mask,0.40472540848970046
"habit,",0.4046710531882575
"dark_background,",0.404624861053757
"multiple_monochrome,",0.40446844595327713
"poke_ball_symbol,",0.4044593483824153
"alice_\(alice_in_wonderland\)_\(cosplay\),",0.40434045108073724
"flying,",0.4042899871603492
"clover_print,",0.40416119646566534
doctor_\(arknights\),0.4041395858829399
hanbok,0.4041166838212123
"red_bikini,",0.4041152007622291
"art_nouveau,",0.4040660569600816
"fox_girl,",0.4039805475586348
rain,0.4039321448341123
"gym_uniform,",0.4039220136111409
"soccer_ball,",0.4038571569256597
tankini,0.4038362634273287
"green_ribbon,",0.40375073885134266
pillow_hug,0.40366526539717995
holding_eyewear,0.40354977128078195
"tempura,",0.4034270924342492
bass_guitar,0.4033769800327625
multiple_girls,0.4033305032986641
"center_opening,",0.40330398759739966
todoroki_shouto,0.40325912963826477
beachball,0.4032499579582569
"evil_smile,",0.4031901220866403
chewing_gum,0.4031009989925512
singing,0.40280706158782514
tube_top,0.40279369565855966
"robot,",0.4027387635900579
garreg_mach_monastery_uniform,0.4026122356244629
mother_and_son,0.4025516966852492
"laurel_crown,",0.4025516966852492
father_and_son,0.4025516966852492
seagull,0.40250378782512647
"loaded_interior,",0.4024208621344643
"sparkle,",0.40241705352904067
wading,0.40228582509455124
cow_horns,0.4022628753363721
yuuki_setsuna_\(love_live!\),0.4022094275592381
"food_in_mouth,",0.4018893165164137
"mechanical_parts,",0.4018478098157443
white_pantyhose,0.40173338513775886
ereshkigal_\(fate\),0.40172178571290057
eyelashes,0.4016974913857254
anklet,0.4015907319576059
grabbing_own_ass,0.4015566986550471
dominatrix,0.4013696718012986
"couple,",0.40131957350799946
"orange_scrunchie,",0.401120764986062
"poolside,",0.4011198338876262
underboob,0.40107930976455536
"gold_hairband,",0.40105022683544644
abigail_williams_\(swimsuit_foreigner\)_\(third_ascension\)_\(fate\),0.4010408702940786
"leggings,",0.4010248549032714
feeding,0.4009358544368681
blue_headwear,0.40082786788170127
large_tail,0.4005565505211889
"sound_effects,",0.4002363666026482
zipper_pull_tab,0.40014743011629567
rabbit,0.4000874692839702
embarrassed,0.39989342133445277
paper_lantern,0.39980057490187476
"male_underwear,",0.3997877612056986
"fox_mask,",0.39970856175566355
"grapes,",0.39955184350728823
hand_in_pocket,0.3995352538104943
"pectorals,",0.3994655519360412
"brown_scarf,",0.399446671395675
coffee_mug,0.39932683369509525
tunic,0.3991482284950623
gold_hairband,0.398951063220037
"vegetable,",0.39894167513408035
"dressing,",0.39876597309185347
navel_cutout,0.39876208051001333
"grocery_bag,",0.39856776283858647
hatsune_miku,0.39842386014750264
"tissue_box,",0.39838747699932286
naked_cape,0.3983390604011833
"alley,",0.3983033697492567
minamoto_sakura,0.39819781361209183
"yellow_panties,",0.39818453276481897
green_shirt,0.3981618338091281
"blue_horns,",0.39810227092904893
red_nails,0.39808626900031474
spear,0.39807660017969526
>:\(,0.3980225463179056
holding_axe,0.3980124446219136
"crown,",0.3980090092872666
"milk_bottle,",0.3979133636706299
"grey_socks,",0.39773674506081197
jean_pierre_polnareff,0.3974632652662717
"eye_contact,",0.39738926957819365
anchor,0.3973793988237256
"motion_blur,",0.397224665828528
halterneck,0.3971565149144365
"house,",0.39713915133656835
"horseback_riding,",0.3970079099730322
"o-ring,",0.39683725884017734
"bath_yukata,",0.39673634644030165
"multicolored_horns,",0.3967300441836509
"leopard_tail,",0.3967268173970373
black_scrunchie,0.3964800858206561
arm_belt,0.39635643868104015
getou_suguru,0.396349182617329
"sparkling_eyes,",0.39619272627257707
thumb_ring,0.3961575061184135
shopping_bag,0.39606174330266536
"purple_bra,",0.395934794934959
"orc,",0.39583691595655407
gun,0.39583159470530743
open_pants,0.3957385168151337
"scar_on_stomach,",0.3957385168151337
open_belt,0.3957385168151337
"pom_pom_\(cheerleading\),",0.3957232818091789
spiked_club,0.3956807172782304
scope,0.3956611877349556
obi,0.3955557370617251
ritual_baton,0.39533572782522985
"red_collar,",0.39526081108330946
takagaki_kaede,0.3949981418529788
cake_slice,0.39498763084435623
"zzz,",0.3949613959710684
pussy,0.39486598978753507
on_bed,0.3948291125280251
striped_necktie,0.39465012857236675
police,0.39458429666623374
dynamax_band,0.3943349406739455
sei_shounagon_\(fate\),0.3941769394008577
5boys,0.39375902949145475
cuts,0.3936256624631233
>_o,0.3936149516597152
d-pad_hair_ornament,0.3936149516597152
nekomiya_hinata,0.3936149516597152
shiba_inu,0.393606178050259
"doyagao,",0.3936009647352443
toned,0.3934806262994242
"pig_ears,",0.3933327945311972
over_shoulder,0.3932370959951092
"u.a._school_uniform,",0.39319760077477356
cigarette,0.3931881709859441
"button_gap,",0.39317147944395003
groin,0.39307855044718865
sleeveless_jacket,0.3930655187221775
"covering_ass,",0.39305353689565004
"sweater_vest,",0.3930006214663551
crossed_bandaids,0.3929316776821631
orange_flower,0.39285630386418696
"elbow_pads,",0.39284437760752156
"one_eye_covered,",0.3926108469541391
"noose,",0.39250238906480583
"glowing_eye,",0.392434178799779
reverse_outfit,0.39238034032976254
pink_background,0.39235807911547244
"asymmetrical_footwear,",0.39214180236470264
sheath,0.39196171149499914
"character_hair_ornament,",0.39165302858666756
"single_epaulette,",0.39164780206676286
"kagami_mochi,",0.39162391492133125
arched_back,0.39161875798168844
"yellow_bowtie,",0.39156093401822073
"kimono_skirt,",0.3914543635217183
"star_earrings,",0.3914410534278001
puffy_sleeves,0.3914220197387411
randoseru,0.3913884822162172
"veil,",0.3911406173845545
artoria_pendragon_\(swimsuit_ruler\)_\(fate\),0.3911023351849907
cheek-to-cheek,0.39107830590537085
"boots_removed,",0.39044667834765173
blue_choker,0.39023587812640514
hagoromo_lala,0.390200333741512
"skull_print,",0.3901056914846753
mechanical_wings,0.3900253149571842
blood_stain,0.3899482072579623
"bullet_hole,",0.3899482072579623
modeus_\(helltaker\),0.3898742652071093
"lap_pillow_invitation,",0.3897511742508037
"nature,",0.3895453646384544
weapon,0.38925962305581285
"midriff_peek,",0.38917422635811677
"checkered_floor,",0.388760622560257
indoors,0.3886289933294118
"scar_across_eye,",0.38861359174246085
blank_eyes,0.3885698423985429
"yagasuri,",0.38846047458872
aegis_\(persona\),0.3884373868723353
lolita_hairband,0.38815814513018754
"rider_belt,",0.3880058879447535
white_collar,0.3879621870603796
"heart-shaped_box,",0.38781948815653644
median_furrow,0.38768787528796533
tiles,0.3875953610343217
"on_side,",0.38759432987748244
"red_footwear,",0.3875688206535454
"black-framed_eyewear,",0.3874738495339205
diffraction_spikes,0.38741904303724994
"pink_leotard,",0.38738333482763854
playing_instrument,0.3873528087917232
"fashion,",0.3867576721839184
"white_sleeves,",0.3865460212303737
"kanzashi,",0.38643410720245797
"fake_mustache,",0.38624960191062285
fake_facial_hair,0.38624960191062285
"arm_around_shoulder,",0.38618405896817243
hair_pulled_back,0.38618405896817243
track_jacket,0.386125645961292
"spoken_exclamation_mark,",0.3860942448680337
"gourd,",0.3860925228470489
"dinosaur,",0.38602211028155786
cropped_torso,0.385922488516409
print_dress,0.385813649662886
girl_on_top,0.3856224528669761
"teddy_bear,",0.38529988234502505
stubble,0.38529935758580913
"arm_strap,",0.38522637953355215
harvin,0.3851673739227764
front_ponytail,0.38504303976107745
brand_name_imitation,0.3849785944460531
"soda,",0.3849785944460531
maruyama_aya,0.38476810306722736
flower_knot,0.38470725755101975
lillie_\(pokemon\),0.3846719953555255
"bag_of_chips,",0.38456478712391245
duck,0.3845089787963366
green_shorts,0.384331016712219
"on_couch,",0.38420560666518483
"feather-trimmed_sleeves,",0.3842047840905167
color_guide,0.384124614454788
"crossdressing,",0.3839146524496491
pink_kimono,0.38382060384961486
print_legwear,0.3838112177751597
"lips,",0.3837523424747088
armpit_peek,0.38360207905945554
magical_girl,0.3831694049849315
"halter_dress,",0.38301684103667094
koyanskaya_\(fate\),0.3829923668930369
hand_fan,0.38291582432813853
"looking_outside,",0.3829100179114897
"grand_piano,",0.3828520426433309
red_thighhighs,0.38282147392978405
hydrangea,0.3827996589632503
"gradient_eyes,",0.38275147998861364
"striped_dress,",0.3827455013380111
bobby_socks,0.38264100320849664
"rabbit_tail,",0.3824366169559032
"slingshot_swimsuit,",0.38230065491024423
"convenient_leg,",0.3819398914510898
shiny_hair,0.3819155762030907
mask,0.3819008307736498
arthropod_girl,0.3818674403883075
"leaning_on_person,",0.3818141918709774
"desert,",0.3817946064028443
"shadow,",0.3817423490448716
ribbed_sweater,0.3816499068469253
plectrum,0.38164315030244145
paper_bag,0.3816342404291969
scar_on_cheek,0.38158018858480636
thigh_ribbon,0.3815217044839781
mordred_\(swimsuit_rider\)_\(fate\),0.3815217044839781
"panda,",0.3813069914896341
"tearing_up,",0.3812270419994854
"off-shoulder_jacket,",0.3812066006570387
oozora_subaru,0.3811496143872885
panda,0.3811349823224211
"darkness,",0.38110479007376774
yellow_hairband,0.381086076466638
mittens,0.38108549375036294
"gas_mask,",0.3810418679420003
"kusazuri,",0.38095451211436776
"male_playboy_bunny,",0.3809374529122309
amber_\(genshin_impact\),0.3809300361757227
"yandere,",0.38089624615369055
twisted_torso,0.38085623076113534
theresa_apocalypse,0.3807450351970386
"sangvis_ferri,",0.380574647480028
standing_on_one_leg,0.3805183929933213
"whistle,",0.38041201334784025
monkey_d._luffy,0.3804005280459049
year_of_the_ox,0.38036063564939415
"shorts_under_skirt,",0.38034538199132484
hairclip,0.38006786232055784
hands_on_own_chest,0.3800583320364927
"dynamax_band,",0.38000847892415257
martha_\(fate\),0.3799592512232749
"white_cat,",0.37992308530234725
"no_mask,",0.3798510387850342
"beamed_eighth_notes,",0.37945814951846935
"legs_up,",0.3792849219654843
"black_sclera,",0.3792760717138245
"food_on_head,",0.3791132853407781
"submerged,",0.3788812230294757
"spoken_sweatdrop,",0.3787692733401793
"turtle_shell,",0.3786946104102812
"nude_cover,",0.378607817436893
soccer_uniform,0.3785056895024791
cupcake,0.3784936742361771
"happy_new_year,",0.3783426168456949
presenting_armpit,0.3783139842474888
"ass,",0.3782964199601865
"cherry,",0.3781611578036516
bit_gag,0.37811878293933693
goggles_on_headwear,0.3780018439278811
"incoming_gift,",0.37794067264954084
winter_uniform,0.37770649766491554
"eyewear_removed,",0.3775842670382841
dirty,0.37751463752320547
"duel,",0.3774384218474953
"purple_bow,",0.37738117227090945
buckle,0.37736097086143683
fox_tail,0.3772653522164114
"mechanical_hands,",0.3771435052275769
cone_hair_bun,0.37710633734243265
kafuu_chino,0.3769944423226341
"space_helmet,",0.3769569527045118
mary_\(ib\),0.37695517811118123
omelet,0.37658557642063495
purple_thighhighs,0.37649566073321855
dirty_face,0.37641257942167994
wing_hair_ornament,0.3763309648359523
animal_print,0.3762531502223497
moon,0.3762407249897869
"drum,",0.3760620317590485
irene_\(arknights\),0.3759348234833458
strapless_bikini,0.3757334518724085
otokura_yuuki,0.37566074051693976
tokoyami_towa,0.3755797879892148
white_bow,0.37557137934908386
"headset,",0.37529930439698606
rosa_\(pokemon\),0.375230846720749
"pink_skirt,",0.3751516821435732
"ribbon_in_mouth,",0.375131356210712
"holding_own_tail,",0.37506851741022795
hand_on_own_ass,0.37506161564603613
"ear_covers,",0.37502912425794666
horse,0.3750052350446607
"eraser,",0.3749120146209872
rabbit_hood,0.37488326819410006
dress_swimsuit,0.374790182592942
"mitre,",0.374790182592942
star_necklace,0.3747016718106601
leather_belt,0.3747016718106601
spiked_collar,0.3739574426415908
buruma,0.37388548579509595
off-shoulder_shirt,0.373566077278555
shadow,0.3734968931874473
"d-pad_hair_ornament,",0.3734940873717086
gothic,0.3734690776936459
lion_tail,0.3733893599934071
amatsukaze_\(kancolle\),0.3732710085731142
"picture_frame,",0.37315745607496026
osakabe-hime_\(fate\),0.3731179295225484
bed,0.37309344069641703
"black_suit,",0.3729978425001479
androgynous,0.372852955329301
the_pose,0.3727749982329611
kousaka_honoka,0.3726715568833411
costume_switch,0.3726514511148111
tennis_uniform,0.37262626147923456
racket,0.37262626147923456
"wooden_floor,",0.37257714766310895
belt_pouch,0.3723362378729039
pink_flower,0.37232850994528777
sliding_doors,0.3722006527226908
holding_hat,0.37205633313704106
rapier,0.37191151396161354
height_difference,0.37189702478192493
"green_shirt,",0.371770224257805
"astronaut,",0.37176340508139183
lifted_by_self,0.3716715742325218
bamboo,0.3715903077830565
"stool,",0.3712107697976377
"contrail,",0.37088623865018483
fedora,0.37079870134401827
city,0.3706611788529474
alice_zuberg,0.3702820072770897
green_pants,0.3702643160083189
oversized_clothes,0.3702285788858433
bandaid_on_cheek,0.37013224988045074
scar_across_eye,0.3700775197792048
covered_eyes,0.37000916600744355
"knight_\(chess\),",0.36976633513211843
artoria_pendragon_\(lancer_alter\)_\(fate\),0.36976099145128244
icing,0.3696664796681096
red_belt,0.3695482547906853
"peaked_cap,",0.3694131585512987
t-shirt,0.3693325143486239
"blood,",0.3692561095937679
pier,0.36915681023204355
"dock,",0.36915681023204355
clock_tower,0.36869163505196084
breast_curtain,0.36858255834782505
stomach_cutout,0.36858255834782505
"tailcoat,",0.36844690937622193
"facial_tattoo,",0.3683934460639191
"single_mechanical_arm,",0.3683675904343343
"pink_footwear,",0.36835037000939685
chen,0.3681903738902324
"miqo'te,",0.36808615094349145
dancing,0.36794317688174794
"shaved_ice,",0.3679198911232871
cup_ramen,0.3678338933941791
"kindergarten_uniform,",0.36779403953904244
drawing_tablet,0.36771839133271167
crown_braid,0.3676590496971623
"window_shade,",0.3676534054931662
"shinai,",0.3674063145726268
"arms_under_breasts,",0.36731829428580715
"inline_skates,",0.3673075209393756
"freediving,",0.36725541092065156
colored_tips,0.367225327494785
halftone,0.36713633177198013
"albino,",0.3668380527192346
miyamoto_musashi_\(swimsuit_berserker\)_\(fate\),0.36657513727890967
"princess_carry,",0.3663952533630185
lying,0.3663645829705686
surfboard,0.3662004732839372
"colored_inner_hair,",0.3660969857070106
"science_fiction,",0.36602421841160837
"shoe_soles,",0.3660161314545729
tareme,0.3658359289448386
"sakuramon,",0.3657940413035243
"injury,",0.36575320725952626
kneehighs,0.3655092487476983
doorway,0.36550211526580983
"galaxy_expedition_team_survey_corps_uniform,",0.3653572825149414
purple_choker,0.3653142445054862
tongue,0.36530591052220485
grass,0.36524801637652055
purple_bow,0.365093854895335
yazawa_nico,0.36498877603073093
nurse_cap,0.3647900205438065
